FY,Month (abbv),Component,Region,Land Filter,Area of Responsibility,Drug Type,Count of Event,Sum Qty (lbs)
2022,AUG,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Lsd,2,0.00440924524
2022,AUG,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Marijuana,30,4.6724110421494
2022,AUG,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Methamphetamine,2,0.207675450804
2022,AUG,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Other Drugs**,43,85.349319186156
2022,AUG,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Cocaine,30,246.4689163670204
2022,AUG,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Ecstasy,18,3.459604046435
2022,AUG,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Fentanyl,8,17.700474091456
2022,AUG,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Heroin,2,6.28758371224
2022,AUG,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Ketamine,37,250.628664465115
2022,AUG,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Khat (Catha Edulis),16,665.6196614304
2022,AUG,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Lsd,5,0.02425084882
2022,AUG,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Marijuana,247,1518.4278109052475
2022,AUG,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Methamphetamine,38,384.291516750654
2022,AUG,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Other Drugs**,276,3373.3875609874926
2022,AUG,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Cocaine,4,237.261265902138
2022,AUG,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Ecstasy,4,1.282208515792
2022,AUG,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Ketamine,6,25.056417925348
2022,AUG,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Marijuana,19,5.9838308076564
2022,AUG,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Other Drugs**,31,17.143806879906002
2022,AUG,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Cocaine,8,291.4576360469552
2022,AUG,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Ecstasy,5,0.2535316013
2022,AUG,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Ketamine,26,109.5391881444868
2022,AUG,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Lsd,4,0.232808148672
2022,AUG,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Marijuana,43,896.3377617199613
2022,AUG,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Methamphetamine,12,147.075445612226
2022,AUG,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Other Drugs**,172,289.0367619941594
2022,AUG,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Cocaine,43,139.730745353696
2022,AUG,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Ecstasy,11,0.521613711892
2022,AUG,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Fentanyl,1,0.00551155655
2022,AUG,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Ketamine,15,21.254325754896
2022,AUG,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Lsd,2,0.102735414092
2022,AUG,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Marijuana,80,189.4603737005836
2022,AUG,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Methamphetamine,2,2.23989658192
2022,AUG,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Other Drugs**,544,294.3462428348102
2022,AUG,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Cocaine,13,36.816426136083
2022,AUG,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Ecstasy,2,1.3271828172400002
2022,AUG,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Fentanyl,4,62.508326531646
2022,AUG,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Ketamine,17,174.644251475326
2022,AUG,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Lsd,1,0.036596735492
2022,AUG,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Marijuana,42,66.337204866931
2022,AUG,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Methamphetamine,11,141.801988305186
2022,AUG,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Other Drugs**,97,538.5936932650138
2022,AUG,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Cocaine,38,94.8328120332528
2022,AUG,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Ecstasy,96,8.6261592026312
2022,AUG,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Fentanyl,1,9.038952742
2022,AUG,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Heroin,39,0.7819135046354
2022,AUG,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Ketamine,43,590.4532516175358
2022,AUG,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Khat (Catha Edulis),4,1957.70488656
2022,AUG,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Lsd,101,0.1801617605064
2022,AUG,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Marijuana,50,800.7703253372722
2022,AUG,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Methamphetamine,24,4.7741323298362
2022,AUG,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Other Drugs**,337,1066.0642937942107
2022,AUG,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Cocaine,1,0.0014991433816
2022,AUG,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Ketamine,1,0.000440924524
2022,AUG,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Marijuana,34,2.6551813448494004
2022,AUG,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Other Drugs**,13,0.635813163608
2022,AUG,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Cocaine,19,40.1485368564034
2022,AUG,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Heroin,1,0.000220462262
2022,AUG,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Ketamine,4,7.948105469624
2022,AUG,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Khat (Catha Edulis),10,534.7096552717765
2022,AUG,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Lsd,1,0.000881849048
2022,AUG,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Marijuana,47,86.3259008681374
2022,AUG,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Methamphetamine,28,62.9531311914572
2022,AUG,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Other Drugs**,25,272.6153438081488
2022,AUG,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Cocaine,21,5936.869920765518
2022,AUG,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Fentanyl,1,0.192463554726
2022,AUG,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Ketamine,1,0.028219169536
2022,AUG,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Marijuana,115,428.280021194121
2022,AUG,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Methamphetamine,1,0.086862131228
2022,AUG,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Other Drugs**,5,1.3265214304539998
2022,AUG,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Cocaine,1,0.000440924524
2022,AUG,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Ketamine,1,0.10471957445
2022,AUG,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Marijuana,21,3.6008321714722
2022,AUG,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Other Drugs**,15,5.223191911304
2022,AUG,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Cocaine,2,0.006393405598
2022,AUG,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Ecstasy,1,0.0110231131
2022,AUG,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Marijuana,44,324.6537631938314
2022,AUG,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Other Drugs**,4,1.162717969788
2022,AUG,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Cocaine,1,0.001322773572
2022,AUG,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Ecstasy,2,72.299716973852
2022,AUG,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Ketamine,1,73.0171011744
2022,AUG,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Lsd,1,0.000881849048
2022,AUG,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Marijuana,79,30.8860133345092
2022,AUG,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Methamphetamine,4,0.10251495183
2022,AUG,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Other Drugs**,22,2.734172973324
2022,AUG,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Cocaine,3,0.2082045602328
2022,AUG,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Lsd,1,0.0092153225516
2022,AUG,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Marijuana,61,14.804261355562
2022,AUG,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Other Drugs**,31,13.182651187421
2022,AUG,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Cocaine,4,0.52249556094
2022,AUG,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Ecstasy,2,1.1384671209680002
2022,AUG,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Lsd,2,0.004850169764
2022,AUG,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Marijuana,103,14.8235297572608
2022,AUG,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Methamphetamine,2,0.0113097140406
2022,AUG,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Other Drugs**,20,0.93255536826
2022,AUG,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Marijuana,3,3.607203530844
2022,AUG,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Other Drugs**,19,81.689204712432
2022,AUG,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Marijuana,3,0.198856960324
2022,AUG,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Marijuana,13,26.9127542638404
2022,AUG,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Other Drugs**,11,1.3521832377508
2022,AUG,Office of Field Operations,Northern Border,Other,PORTLAND FIELD OFFICE,Marijuana,3,9.956075751919998
2022,AUG,Office of Field Operations,Northern Border,Other,PORTLAND FIELD OFFICE,Other Drugs**,3,122.70268116134
2022,AUG,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Heroin,1,0.0383824798142
2022,AUG,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Marijuana,4,0.1646191710354
2022,AUG,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Methamphetamine,1,0.035935348706
2022,AUG,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Other Drugs**,1,0.0352960081462
2022,AUG,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Cocaine,9,221.656506073254
2022,AUG,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Ecstasy,1,0.000881849048
2022,AUG,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Fentanyl,12,41.2627751747776
2022,AUG,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Heroin,3,21.295331735628
2022,AUG,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Marijuana,27,130.8548685468974
2022,AUG,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Methamphetamine,13,474.4984573252656
2022,AUG,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Other Drugs**,29,22.647206326212
2022,AUG,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Cocaine,14,3163.890959622016
2022,AUG,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Fentanyl,4,126.232502438222
2022,AUG,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Marijuana,19,133.8537064657524
2022,AUG,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Methamphetamine,12,2199.70833981021
2022,AUG,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Other Drugs**,40,29.659339262515
2022,AUG,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Cocaine,18,1534.39750191642
2022,AUG,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Ecstasy,1,1.16624536598
2022,AUG,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Fentanyl,30,373.443450686682
2022,AUG,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Heroin,8,26.059521217448
2022,AUG,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Marijuana,53,9.3411183182972
2022,AUG,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Methamphetamine,86,4713.153945264156
2022,AUG,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Other Drugs**,28,16.1828559723004
2022,AUG,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Cocaine,10,113.0312001434358
2022,AUG,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Fentanyl,31,1312.0396392490654
2022,AUG,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Heroin,5,35.518454568558
2022,AUG,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Marijuana,11,6.2972620055418
2022,AUG,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Methamphetamine,26,1098.4272279143102
2022,AUG,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Other Drugs**,6,2.255549402522
2022,AUG,Office of Field Operations,Southwest Border,Other,EL PASO FIELD OFFICE,Fentanyl,1,0.6172943336
2022,AUG,Office of Field Operations,Southwest Border,Other,LAREDO FIELD OFFICE,Cocaine,1,0.0239862941056
2022,AUG,Office of Field Operations,Southwest Border,Other,LAREDO FIELD OFFICE,Marijuana,1,0.0343480204196
2022,AUG,Office of Field Operations,Southwest Border,Other,LAREDO FIELD OFFICE,Other Drugs**,2,0.0802703095941999
2022,AUG,Office of Field Operations,Southwest Border,Other,SAN DIEGO FIELD OFFICE,Methamphetamine,1,1.08467432904
2022,AUG,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Ecstasy,1,0.006834330122
2022,AUG,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Marijuana,4,1.136703422872
2022,AUG,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Other Drugs**,7,0.146827866492
2022,AUG,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Cocaine,6,264.3341
2022,AUG,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Marijuana,5,100.3559
2022,AUG,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Other Drugs**,2,0.0453
2022,AUG,U.S. Border Patrol,Coastal/Interior,Other,RAMEY SECTOR,Cocaine,1,60.7367
2022,AUG,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Marijuana,1,0.0778
2022,AUG,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Fentanyl,1,0.1764
2022,AUG,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Marijuana,7,27.235
2022,AUG,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Other Drugs**,1,5.0495
2022,AUG,U.S. Border Patrol,Northern Border,Land Only,HAVRE SECTOR,Fentanyl,2,0.1106
2022,AUG,U.S. Border Patrol,Northern Border,Land Only,HAVRE SECTOR,Marijuana,2,0.4275
2022,AUG,U.S. Border Patrol,Northern Border,Land Only,HAVRE SECTOR,Methamphetamine,2,0.0672
2022,AUG,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Marijuana,3,0.0137
2022,AUG,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Methamphetamine,1,0.0176
2022,AUG,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Methamphetamine,1,0.0
2022,AUG,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Cocaine,1,0.0018
2022,AUG,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Marijuana,2,1.0653
2022,AUG,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Other Drugs**,1,0.0055
2022,AUG,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Cocaine,1,0.0617
2022,AUG,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Ecstasy,1,0.1678
2022,AUG,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Fentanyl,2,0.2397
2022,AUG,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Heroin,1,0.1191
2022,AUG,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Marijuana,52,13854.5486
2022,AUG,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Methamphetamine,4,9.2786
2022,AUG,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Other Drugs**,7,0.9691
2022,AUG,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Ecstasy,1,0.0949
2022,AUG,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Marijuana,20,1.0571
2022,AUG,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Methamphetamine,5,0.0692
2022,AUG,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Other Drugs**,3,0.1457
2022,AUG,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Fentanyl,1,0.0606
2022,AUG,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Marijuana,1,0.0537
2022,AUG,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Methamphetamine,5,107.1499
2022,AUG,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Other Drugs**,1,0.0022
2022,AUG,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Cocaine,6,17.3613
2022,AUG,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Fentanyl,6,13.0375
2022,AUG,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Heroin,2,2.386
2022,AUG,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Marijuana,25,14.4783
2022,AUG,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Methamphetamine,9,32.8344
2022,AUG,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Other Drugs**,8,0.9927
2022,AUG,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Cocaine,3,32.5238
2022,AUG,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Heroin,2,9.005700000000001
2022,AUG,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Marijuana,21,2525.9537
2022,AUG,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Methamphetamine,3,0.0457
2022,AUG,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Other Drugs**,1,0.0243
2022,AUG,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Cocaine,6,0.0814999999999999
2022,AUG,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Fentanyl,1,0.0088
2022,AUG,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Marijuana,36,2380.4414
2022,AUG,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Methamphetamine,6,0.0727
2022,AUG,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Other Drugs**,9,2.8213
2022,AUG,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Cocaine,9,118.74
2022,AUG,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Ecstasy,3,0.018
2022,AUG,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Fentanyl,12,135.9233
2022,AUG,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Heroin,2,8.5758
2022,AUG,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Marijuana,6,0.2213
2022,AUG,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Methamphetamine,16,587.7062
2022,AUG,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Other Drugs**,3,0.02
2022,AUG,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Cocaine,8,0.0323
2022,AUG,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Ecstasy,1,0.0022
2022,AUG,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Fentanyl,19,207.147
2022,AUG,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Heroin,3,9.6949
2022,AUG,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Marijuana,43,177.9102
2022,AUG,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Methamphetamine,25,115.3763
